10000 15000
0 946 2
0 947 9
0 949 5
0 951 8
0 954 2
0 962 5
0 966 3
0 972 2
0 975 2
0 984 5
0 988 8
0 989 10
0 993 8
0 1001 8
0 1004 10
0 1012 2
0 1037 5
0 1040 1
0 1041 4
0 1043 9
0 1060 6
0 1061 10
0 1062 4
0 1068 5
0 1070 9
0 1071 7
0 1074 2
0 1082 2
0 1083 1
0 1087 9
0 1095 7
0 1098 9
0 1100 2
0 1102 8
0 1123 10
0 1137 7
0 1142 4
0 1152 2
0 1157 4
0 1159 5
0 1168 2
0 1170 1
0 1171 1
0 1177 6
0 1180 7
0 1182 3
0 1187 3
0 1188 6
0 1191 6
0 1195 9
0 1209 3
0 1215 9
0 1219 9
0 1222 7
0 1223 9
0 1225 3
0 1227 2
0 1230 3
0 1233 10
0 1239 7
0 1244 6
0 1247 5
0 1249 1
0 1256 5
0 1259 4
0 1260 1
0 1268 6
0 1276 9
0 1278 2
0 1284 10
0 1294 2
0 1297 8
0 1302 6
0 1310 3
0 1318 6
0 1325 2
0 1326 3
0 1327 5
0 1328 9
0 1347 5
0 1359 2
0 1360 1
0 1365 4
0 1379 7
0 1388 5
0 1392 2
0 1399 4
0 1401 7
0 1402 7
0 1410 4
0 1414 7
0 1423 7
0 1424 5
0 1428 10
0 1429 1
0 1430 5
0 1435 10
0 1436 6
0 1441 2
0 1444 9
0 1445 4
0 1449 8
0 1455 3
0 1464 9
0 1470 10
0 1474 9
0 1479 1
0 1486 4
0 1496 5
0 1499 4
0 1502 9
0 1505 8
0 1511 10
0 1525 3
0 1529 7
0 1531 6
0 1534 3
0 1542 1
0 1543 9
0 1545 8
0 1551 1
0 1557 7
0 1560 4
0 1565 3
0 1574 9
0 1579 6
0 1585 2
0 1596 6
0 1608 2
0 1614 8
0 1618 2
0 1619 8
0 1622 9
0 1624 9
0 1631 5
0 1638 8
0 1640 6
0 1641 2
0 1656 1
0 1657 1
0 1661 1
0 1664 3
0 1671 8
0 1674 2
0 1677 4
0 1687 3
0 1689 5
0 1693 10
0 1700 7
0 1702 5
0 1705 2
0 1707 1
0 1713 2
0 1715 4
0 1724 2
0 1729 4
0 1738 8
0 1750 8
0 1755 9
0 1763 1
0 1771 1
0 1783 10
0 1792 7
0 1798 5
0 1801 5
0 1802 3
0 1807 2
0 1817 5
0 1821 10
0 1824 5
0 1829 4
0 1831 4
0 1834 9
0 1838 2
0 1840 6
0 1858 8
0 1869 3
0 1871 1
0 1880 4
0 1884 9
0 1885 8
0 1888 3
0 1897 9
0 1899 4
0 1900 6
0 1902 3
0 1903 4
0 1906 1
0 1918 9
0 1921 5
0 1929 1
0 1933 5
0 1948 5
0 1951 4
0 1953 6
0 1959 7
0 1964 1
0 1970 9
0 1973 2
0 1976 1
0 1987 1
0 1991 6
0 1994 1
0 1997 3
0 1999 8
0 2003 1
0 2016 6
0 2018 1
0 2024 6
0 2039 10
0 2045 3
0 2050 8
0 2052 1
0 2054 10
0 2056 6
0 2060 7
0 2064 5
0 2066 4
0 2067 10
0 2069 7
0 2071 1
0 2080 3
0 2099 8
0 2114 3
0 2118 5
0 2129 4
0 2135 1
0 2140 1
0 2142 8
0 2147 7
0 2149 9
0 2155 6
0 2162 8
0 2166 10
0 2177 9
0 2178 2
0 2179 5
0 2182 1
0 2186 8
0 2188 3
0 2189 7
0 2200 4
0 2203 4
0 2205 6
0 2212 9
0 2214 7
0 2216 8
0 2219 5
0 2222 4
0 2225 8
0 2239 6
0 2240 9
0 2242 1
0 2253 7
0 2258 8
0 2269 2
0 2270 9
0 2278 2
0 2279 3
0 2285 1
0 2292 8
0 2293 2
0 2300 3
0 2304 4
0 2317 1
0 2318 10
0 2322 10
0 2332 9
0 2341 7
0 2347 5
0 2348 9
0 2351 8
0 2355 5
0 2356 4
0 2360 6
0 2362 2
0 2365 7
0 2373 8
0 2376 5
0 2377 3
0 2382 10
0 2391 6
0 2392 10
0 2398 2
0 2400 4
0 2401 2
0 2402 6
0 2406 6
0 2408 10
0 2416 10
0 2425 3
0 2431 6
0 2433 5
0 2434 1
0 2436 3
0 2439 4
0 2440 2
0 2443 6
0 2450 6
0 2453 3
0 2455 10
0 2458 7
0 2459 6
0 2462 7
0 2469 8
0 2470 2
0 2476 7
0 2477 1
0 2480 7
0 2481 5
0 2484 3
0 2486 7
0 2487 9
0 2496 8
0 2529 6
0 2530 7
0 2535 8
0 2540 8
0 2542 9
0 2549 1
0 2554 6
0 2558 5
0 2563 6
0 2566 5
0 2571 9
0 2580 1
0 2593 8
0 2596 5
0 2597 5
0 2599 2
0 2611 1
0 2618 6
0 2633 7
0 2637 10
0 2639 7
0 2640 8
0 2646 1
0 2649 2
0 2651 7
0 2659 9
0 2660 3
0 2663 2
0 2666 2
0 2667 4
0 2668 9
0 2680 2
0 2681 4
0 2706 3
0 2714 8
0 2719 6
0 2720 6
0 2721 6
0 2723 9
0 2724 1
0 2729 3
0 2739 6
0 2745 3
0 2753 9
0 2761 3
0 2765 2
0 2778 10
0 2782 1
0 2795 1
0 2796 9
0 2797 5
0 2806 4
0 2809 6
0 2811 9
0 2813 9
0 2822 2
0 2825 4
0 2831 6
0 2832 6
0 2840 2
0 2841 4
0 2848 8
0 2856 9
0 2865 6
0 2867 3
0 2869 4
0 2872 9
0 2878 10
0 2880 4
0 2886 6
0 2908 10
0 2911 9
0 2912 7
0 2915 4
0 2921 7
0 2926 2
0 2930 6
0 2933 3
0 2934 1
0 2935 6
0 2936 1
0 2938 8
0 2945 7
0 2949 8
0 2951 9
0 2953 7
0 2956 6
0 2960 10
0 2962 9
0 2963 2
0 2968 10
0 2972 9
0 2974 4
0 2975 7
0 2977 8
0 2980 10
0 2993 4
0 2995 6
0 3006 2
0 3017 7
0 3023 5
0 3025 3
0 3026 3
0 3032 5
0 3034 6
0 3039 7
0 3049 6
0 3052 3
0 3053 1
0 3066 3
0 3069 10
0 3073 1
0 3074 6
0 3082 4
0 3084 3
0 3087 6
0 3093 5
0 3094 2
0 3096 2
0 3099 2
0 3102 5
0 3105 10
0 3109 1
0 3113 2
0 3114 8
0 3122 2
0 3135 6
0 3143 2
0 3149 8
0 3156 3
0 3162 10
0 3169 5
0 3179 3
0 3184 5
0 3185 9
0 3186 10
0 3193 5
0 3198 10
0 3200 9
0 3201 5
0 3207 1
0 3208 4
0 3212 3
0 3217 2
0 3223 3
0 3225 10
0 3232 6
0 3234 3
0 3235 7
0 3237 2
0 3248 4
0 3249 9
0 3278 10
0 3286 2
0 3291 10
0 3296 2
0 3297 10
0 3299 6
0 3305 5
0 3312 7
0 3316 8
0 3319 5
0 3322 7
0 3325 10
0 3326 9
0 3328 1
0 3338 5
0 3344 7
0 3353 7
0 3357 8
0 3358 2
0 3364 7
0 3366 8
0 3367 5
0 3375 7
0 3377 5
0 3380 10
0 3382 2
0 3387 5
0 3388 5
0 3389 8
0 3397 7
0 3406 6
0 3408 1
0 3409 8
0 3416 8
0 3423 1
0 3427 10
0 3430 2
0 3437 5
0 3438 1
0 3446 5
0 3447 7
0 3449 2
0 3486 8
0 3493 8
0 3502 5
0 3508 9
0 3509 2
0 3511 6
0 3513 7
0 3516 2
0 3519 8
0 3523 1
0 3525 7
0 3538 3
0 3550 1
0 3569 6
0 3574 1
0 3575 5
0 3579 7
0 3590 4
0 3596 1
0 3604 8
0 3606 2
0 3608 10
0 3609 10
0 3612 6
0 3617 7
0 3630 4
0 3637 7
0 3647 9
0 3648 3
0 3653 3
0 3656 6
0 3659 5
0 3663 3
0 3674 7
0 3678 5
0 3680 3
0 3685 2
0 3691 8
0 3702 1
0 3706 2
0 3708 7
0 3710 3
0 3715 5
0 3719 10
0 3735 7
0 3741 6
0 3746 9
0 3750 3
0 3755 10
0 3756 8
0 3760 7
0 3762 4
0 3765 1
0 3767 2
0 3773 1
0 3778 10
0 3789 7
0 3790 7
0 3791 5
0 3795 4
0 3800 8
0 3809 9
0 3815 3
0 3825 2
0 3828 1
0 3829 9
0 3833 2
0 3837 9
0 3839 10
0 3841 3
0 3847 2
0 3851 1
0 3853 6
0 3858 10
0 3859 9
0 3861 4
0 3865 3
0 3872 5
0 3884 8
0 3885 7
0 3894 9
0 3897 6
0 3901 3
0 3905 2
0 3906 2
0 3920 4
0 3921 4
0 3927 10
0 3928 8
0 3936 2
0 3938 5
0 3942 7
0 3951 9
0 3963 5
0 3965 6
0 3968 6
0 3974 4
0 3980 5
0 3991 8
0 3993 6
0 3994 9
0 3998 2
0 4006 7
0 4009 2
0 4013 6
0 4018 5
0 4019 10
0 4023 7
0 4025 6
0 4026 10
0 4031 10
0 4035 5
0 4048 8
0 4054 9
0 4060 3
0 4064 10
0 4070 9
0 4071 1
0 4075 9
0 4076 6
0 4083 10
0 4085 1
0 4092 5
0 4096 6
0 4100 2
0 4101 8
0 4107 3
0 4113 1
0 4116 2
0 4129 7
0 4131 9
0 4135 3
0 4144 8
0 4145 7
0 4146 1
0 4149 10
0 4151 6
0 4152 10
0 4161 9
0 4170 3
0 4171 10
0 4174 3
0 4175 5
0 4185 6
0 4188 6
0 4189 2
0 4191 10
0 4192 3
0 4196 7
0 4207 3
0 4212 5
0 4214 4
0 4215 9
0 4216 6
0 4232 5
0 4233 1
0 4235 8
0 4241 3
0 4247 8
0 4248 4
0 4250 7
0 4251 10
0 4252 1
0 4256 5
0 4278 6
0 4279 4
0 4284 2
0 4291 6
0 4294 9
0 4296 2
0 4299 5
0 4300 2
0 4302 8
0 4305 9
0 4307 4
0 4313 7
0 4320 4
0 4323 8
0 4326 4
0 4331 9
0 4332 1
0 4337 6
0 4343 7
0 4359 5
0 4372 10
0 4373 7
0 4380 8
0 4386 4
0 4390 4
0 4391 8
0 4392 10
0 4396 1
0 4400 2
0 4401 9
0 4420 10
0 4423 1
0 4433 5
0 4436 1
0 4441 1
0 4443 1
0 4445 6
0 4449 9
0 4455 8
0 4459 10
0 4467 2
0 4471 2
0 4483 7
0 4489 2
0 4491 5
0 4504 4
0 4507 4
0 4508 2
0 4509 5
0 4515 4
0 4516 7
0 4520 5
0 4525 10
0 4527 5
0 4528 5
0 4532 7
0 4538 1
0 4539 8
0 4540 8
0 4550 4
0 4561 5
0 4562 7
0 4578 1
0 4580 4
0 4595 1
0 4596 2
0 4597 1
0 4599 8
0 4617 9
0 4623 4
0 4626 3
0 4627 10
0 4633 6
0 4634 2
0 4637 9
0 4638 8
0 4644 7
0 4654 6
0 4655 3
0 4658 6
0 4660 3
0 4673 8
0 4682 8
0 4692 2
0 4695 1
0 4702 6
0 4706 10
0 4720 7
0 4728 2
0 4731 5
0 4755 3
0 4760 1
0 4773 4
0 4776 4
0 4779 7
0 4786 9
0 4789 9
0 4790 3
0 4792 6
0 4799 7
0 4802 5
0 4805 7
0 4817 3
0 4823 7
0 4829 10
0 4834 8
0 4836 10
0 4837 9
0 4840 6
0 4849 8
0 4860 8
0 4861 3
0 4862 6
0 4863 6
0 4877 8
0 4884 2
0 4897 1
0 4899 1
0 4900 3
0 4910 10
0 4913 8
0 4917 2
0 4920 2
0 4925 5
0 4926 5
0 4932 1
0 4935 10
0 4942 9
0 4948 2
0 4950 6
0 4953 4
0 4957 9
0 4958 5
0 4961 2
0 4968 3
0 4975 9
0 4977 5
0 4986 10
0 4994 7
0 5017 8
0 5023 6
0 5031 3
0 5032 10
0 5035 3
0 5037 10
0 5038 8
0 5041 10
0 5043 10
0 5048 5
0 5049 8
0 5050 8
0 5052 10
0 5054 10
0 5057 10
0 5062 8
0 5064 3
0 5067 5
0 5068 8
0 5070 5
0 5082 8
0 5083 5
0 5088 9
0 5100 2
0 5101 1
0 5108 4
0 5110 10
0 5111 6
0 5113 2
0 5121 4
0 5123 7
0 5124 5
0 5128 3
0 5131 9
0 5149 9
0 5154 5
0 5156 4
0 5161 7
0 5166 4
0 5171 6
0 5172 9
0 5183 9
0 5189 5
0 5191 10
0 5195 7
0 5197 3
0 5205 6
0 5208 8
0 5215 10
0 5227 7
0 5237 6
0 5240 1
0 5249 4
0 5250 7
0 5255 9
0 5257 6
0 5258 6
0 5260 4
0 5267 2
0 5279 10
0 5282 3
0 5308 3
0 5315 6
0 5331 9
0 5339 5
0 5348 6
0 5353 7
0 5356 4
0 5360 2
0 5362 8
0 5364 4
0 5381 1
0 5382 4
0 5385 8
0 5386 4
0 5390 6
0 5394 3
0 5396 4
0 5399 4
0 5401 7
0 5408 8
0 5412 2
0 5413 7
0 5414 7
0 5415 4
0 5416 2
0 5420 5
0 5422 8
0 5428 4
0 5430 4
0 5451 9
0 5452 7
0 5454 1
0 5457 6
0 5458 6
0 5464 7
0 5468 2
0 5469 1
0 5471 10
0 5479 7
0 5482 2
0 5487 2
0 5489 8
0 5498 3
0 5501 10
0 5516 6
0 5519 7
0 5520 9
0 5521 1
0 5523 6
0 5525 4
0 5527 7
0 5532 9
0 5536 9
0 5538 5
0 5546 8
0 5548 8
0 5553 7
0 5554 5
0 5556 8
0 5568 7
0 5572 4
0 5575 10
0 5592 3
0 5593 6
0 5594 4
0 5598 7
0 5603 5
0 5604 9
0 5605 3
0 5606 5
0 5627 4
0 5632 7
0 5633 2
0 5638 9
0 5642 6
0 5645 3
0 5646 2
0 5653 1
0 5656 7
0 5658 9
0 5662 8
0 5667 6
0 5669 9
0 5671 8
0 5676 4
0 5697 3
0 5699 3
0 5700 10
0 5705 6
0 5708 3
0 5723 5
0 5731 2
0 5734 10
0 5737 6
0 5743 9
0 5745 4
0 5746 8
0 5752 4
0 5756 9
0 5771 10
0 5776 4
0 5778 3
0 5779 9
0 5781 3
0 5784 6
0 5786 2
0 5787 10
0 5789 3
0 5790 9
0 5805 6
0 5806 5
0 5810 3
0 5812 9
0 5813 4
0 5816 4
0 5819 9
0 5829 4
0 5833 8
0 5835 10
0 5837 5
0 5842 7
0 5851 10
0 5852 10
0 5854 6
0 5856 10
0 5863 4
0 5866 1
0 5867 5
0 5879 2
0 5885 9
0 5887 5
0 5893 6
0 5906 7
0 5907 3
0 5912 6
0 5913 10
0 5914 7
0 5917 8
0 5921 3
0 5924 5
0 5935 9
0 5936 8
0 5940 7
0 5949 10
0 5950 7
0 5953 10
0 5954 4
0 5957 7
0 5959 6
0 5960 1
0 5962 5
0 5980 8
0 5982 3
0 5985 7
0 5991 10
0 5995 9
0 5999 5
0 6000 7
0 6001 7
0 6002 2
0 6007 5
0 6008 9
0 6012 1
0 6020 5
0 6023 10
0 6034 1
0 6041 1
0 6054 1
0 6060 9
0 6068 7
0 6076 1
0 6087 2
0 6089 5
0 6092 2
0 6096 4
0 6100 1
0 6103 9
0 6104 2
0 6112 4
0 6115 6
0 6119 4
0 6132 8
0 6134 1
0 6137 6
0 6138 1
0 6145 2
0 6152 4
0 6153 2
0 6161 7
0 6178 5
0 6179 8
0 6184 3
0 6186 3
0 6187 4
0 6188 5
0 6198 1
0 6209 5
0 6215 5
0 6219 10
0 6222 9
0 6223 9
0 6226 9
0 6232 7
0 6251 7
0 6259 6
0 6264 1
0 6267 5
0 6275 2
0 6281 5
0 6282 8
0 6289 3
0 6312 1
0 6315 9
0 6318 7
0 6322 4
0 6330 3
0 6333 4
0 6334 6
0 6338 4
0 6346 6
0 6347 10
0 6354 7
0 6359 2
0 6365 3
0 6366 6
0 6367 5
0 6371 2
0 6381 5
0 6395 7
0 6398 7
0 6402 5
0 6411 3
0 6412 10
0 6413 9
0 6416 10
0 6417 8
0 6418 9
0 6426 3
0 6440 4
0 6457 7
0 6458 8
0 6462 5
0 6466 7
0 6467 8
0 6469 9
0 6474 9
0 6476 6
0 6486 7
0 6488 10
0 6489 6
0 6497 6
0 6499 10
0 6503 7
0 6511 8
0 6516 8
0 6518 10
0 6521 4
0 6522 10
0 6523 10
0 6527 4
0 6528 8
0 6537 1
0 6541 1
0 6550 6
0 6564 9
0 6566 3
0 6567 8
0 6569 6
0 6573 7
0 6574 3
0 6575 6
0 6577 5
0 6591 2
0 6594 5
0 6595 2
0 6596 7
0 6602 8
0 6604 5
0 6606 6
0 6609 6
0 6614 3
0 6617 9
0 6618 3
0 6621 9
0 6623 5
0 6624 1
0 6630 9
0 6631 6
0 6633 4
0 6649 5
0 6655 4
0 6661 3
0 6663 1
0 6668 6
0 6670 3
0 6688 1
0 6692 10
0 6693 6
0 6695 3
0 6711 10
0 6712 1
0 6715 5
0 6717 7
0 6719 1
0 6721 8
0 6722 7
0 6724 7
0 6726 5
0 6731 1
0 6733 8
0 6736 3
0 6745 3
0 6747 8
0 6750 2
0 6755 8
0 6762 9
0 6772 9
0 6773 9
0 6776 4
0 6777 10
0 6779 1
0 6780 3
0 6783 3
0 6795 7
0 6797 6
0 6798 2
0 6811 8
0 6832 8
0 6834 9
0 6841 4
0 6844 7
0 6846 5
0 6860 2
0 6864 1
0 6871 6
0 6877 7
0 6882 6
0 6895 3
0 6897 5
0 6903 9
0 6908 4
0 6915 7
0 6919 10
0 6925 8
0 6926 10
0 6929 6
0 6940 1
0 6941 1
0 6944 5
0 6951 8
0 6955 5
0 6958 4
0 6959 9
0 6961 5
0 6962 6
0 6965 1
0 6974 4
0 6975 7
0 6983 7
0 6984 3
0 6989 2
0 6992 3
0 6993 2
0 6996 6
0 6997 3
0 7000 5
0 7006 1
0 7008 4
0 7009 4
0 7019 2
0 7021 6
0 7030 9
0 7031 1
0 7038 9
0 7048 6
0 7051 8
0 7061 5
0 7065 10
0 7069 4
0 7075 4
0 7081 5
0 7084 3
0 7088 7
0 7096 1
0 7098 6
0 7100 6
0 7108 3
0 7110 1
0 7111 4
0 7120 8
0 7125 3
0 7129 6
0 7130 1
0 7141 8
0 7144 2
0 7149 9
0 7154 7
0 7155 3
0 7159 9
0 7161 9
0 7166 9
0 7172 2
0 7175 8
0 7178 10
0 7181 3
0 7185 10
0 7196 9
0 7199 3
0 7201 6
0 7202 2
0 7203 9
0 7204 9
0 7205 8
0 7207 6
0 7212 6
0 7213 7
0 7225 9
0 7226 5
0 7231 9
0 7232 9
0 7241 10
0 7248 1
0 7257 10
0 7260 1
0 7266 8
0 7286 1
0 7293 7
0 7298 2
0 7307 3
0 7308 4
0 7309 9
0 7314 2
0 7320 3
0 7326 2
0 7329 8
0 7347 5
0 7355 3
0 7362 7
0 7366 3
0 7371 7
0 7374 4
0 7380 9
0 7386 7
0 7394 2
0 7396 5
0 7399 2
0 7402 2
0 7411 9
0 7423 10
0 7430 1
0 7436 2
0 7438 4
0 7442 7
0 7446 2
0 7447 6
0 7457 2
0 7464 9
0 7465 6
0 7483 7
0 7484 10
0 7491 3
0 7496 2
0 7502 6
0 7518 10
0 7537 10
0 7540 3
0 7542 5
0 7543 5
0 7546 6
0 7548 1
0 7556 7
0 7560 8
0 7576 8
0 7578 1
0 7591 2
0 7604 2
0 7605 3
0 7609 2
0 7617 9
0 7618 1
0 7619 2
0 7620 10
0 7621 10
0 7624 1
0 7626 2
0 7636 2
0 7639 4
0 7643 7
0 7647 6
0 7665 10
0 7666 6
0 7669 2
0 7675 8
0 7678 7
0 7684 4
0 7686 7
0 7689 3
0 7690 1
0 7695 1
0 7696 4
0 7698 5
0 7701 7
0 7708 6
0 7711 10
0 7712 6
0 7713 2
0 7714 4
0 7716 5
0 7718 9
0 7733 9
0 7734 3
0 7738 4
0 7743 5
0 7744 3
0 7746 2
0 7749 6
0 7761 1
0 7770 5
0 7771 10
0 7775 5
0 7776 7
0 7784 4
0 7799 2
0 7810 4
0 7817 4
0 7820 6
0 7829 1
0 7833 4
0 7838 8
0 7843 9
0 7847 7
0 7849 10
0 7855 8
0 7856 1
0 7861 2
0 7863 10
0 7871 8
0 7872 2
0 7873 1
0 7883 6
0 7893 10
0 7902 5
0 7903 2
0 7909 8
0 7912 6
0 7917 6
0 7919 7
0 7923 9
0 7924 3
0 7927 1
0 7938 5
0 7941 7
0 7944 6
0 7953 9
0 7954 6
0 7956 4
0 7958 8
0 7960 2
0 7965 6
0 7966 5
0 7972 3
0 7975 4
0 7984 9
0 7985 10
0 7989 10
0 8006 10
0 8009 7
0 8014 9
0 8015 4
0 8016 9
0 8019 4
0 8022 1
0 8024 3
0 8028 1
0 8036 9
0 8037 4
0 8042 6
0 8047 9
0 8052 8
0 8053 7
0 8064 6
0 8065 3
0 8068 6
0 8069 5
0 8070 8
0 8071 9
0 8075 3
0 8078 1
0 8079 9
0 8084 1
0 8088 1
0 8095 9
0 8104 6
0 8117 7
0 8118 9
0 8137 2
0 8140 3
0 8176 1
0 8177 2
0 8183 5
0 8193 6
0 8195 4
0 8203 9
0 8207 7
0 8212 1
0 8221 5
0 8228 9
0 8231 1
0 8241 6
0 8256 9
0 8259 7
0 8260 9
0 8273 9
0 8282 1
0 8283 7
0 8285 5
0 8286 3
0 8295 1
0 8296 10
0 8306 5
0 8308 9
0 8322 9
0 8335 1
0 8337 7
0 8338 7
0 8346 3
0 8348 8
0 8352 9
0 8353 6
0 8355 1
0 8357 2
0 8361 1
0 8364 9
0 8369 4
0 8373 7
0 8374 6
0 8376 6
0 8378 6
0 8386 3
0 8389 8
0 8395 6
0 8400 5
0 8404 4
0 8412 8
0 8414 7
0 8415 5
0 8417 7
0 8420 1
0 8422 9
0 8424 3
0 8429 9
0 8433 5
0 8436 2
0 8439 8
0 8445 7
0 8446 8
0 8448 1
0 8452 2
0 8462 5
0 8469 1
0 8479 6
0 8483 9
0 8485 6
0 8486 5
0 8493 5
0 8498 1
0 8500 8
0 8507 8
0 8509 8
0 8511 1
0 8513 9
0 8515 2
0 8528 1
0 8531 7
0 8534 10
0 8535 9
0 8536 7
0 8539 7
0 8544 6
0 8547 3
0 8557 6
0 8560 5
0 8561 10
0 8563 5
0 8565 5
0 8571 6
0 8591 7
0 8594 8
0 8595 4
0 8599 7
0 8606 8
0 8609 6
0 8612 3
0 8616 10
0 8618 10
0 8619 2
0 8620 10
0 8622 8
0 8624 9
0 8626 4
0 8636 5
0 8638 5
0 8646 2
0 8653 2
0 8664 4
0 8665 2
0 8671 6
0 8673 10
0 8680 3
0 8687 8
0 8693 8
0 8696 8
0 8697 2
0 8703 1
0 8704 2
0 8709 1
0 8714 10
0 8736 3
0 8737 2
0 8740 3
0 8745 8
0 8747 3
0 8753 7
0 8756 8
0 8757 9
0 8762 6
0 8763 3
0 8765 10
0 8773 1
0 8774 5
0 8775 3
0 8778 10
0 8780 3
0 8782 7
0 8786 5
0 8792 5
0 8797 8
0 8801 1
0 8802 4
0 8817 9
0 8820 8
0 8837 2
0 8840 10
0 8847 5
0 8851 7
0 8854 2
0 8856 7
0 8857 5
0 8866 5
0 8868 2
0 8870 9
0 8872 3
0 8873 1
0 8883 6
0 8892 4
0 8904 2
0 8906 6
0 8911 8
0 8912 3
0 8913 9
0 8915 8
0 8919 6
0 8923 5
0 8925 10
0 8926 4
0 8935 6
0 8937 2
0 8956 8
0 8968 3
0 8973 1
0 8981 9
0 8992 3
0 8996 6
0 9003 4
0 9014 9
0 9016 9
0 9025 1
0 9028 6
0 9048 4
0 9049 6
0 9057 4
0 9058 6
0 9059 8
0 9060 7
0 9063 1
0 9068 6
0 9072 8
0 9073 3
0 9075 6
0 9076 1
0 9082 6
0 9085 4
0 9090 2
0 9095 2
0 9096 6
0 9097 3
0 9105 4
0 9112 3
0 9115 4
0 9127 9
0 9135 6
0 9138 8
0 9148 6
0 9149 10
0 9150 6
0 9154 7
0 9159 10
0 9161 8
0 9172 8
0 9178 5
0 9180 1
0 9185 3
0 9191 10
0 9199 1
0 9201 7
0 9205 9
0 9206 5
0 9218 3
0 9221 2
0 9223 7
0 9230 3
0 9234 1
0 9235 10
0 9237 2
0 9238 8
0 9241 10
0 9244 2
0 9245 8
0 9253 10
0 9257 10
0 9260 10
0 9261 7
0 9266 3
0 9269 5
0 9270 2
0 9283 2
0 9284 9
0 9286 3
0 9302 2
0 9322 9
0 9323 8
0 9325 8
0 9326 7
0 9338 5
0 9339 7
0 9347 3
0 9350 4
0 9352 8
0 9353 5
0 9355 6
0 9356 5
0 9359 10
0 9367 5
0 9370 7
0 9374 9
0 9379 1
0 9383 10
0 9384 5
0 9385 7
0 9388 3
0 9395 7
0 9396 4
0 9402 3
0 9404 4
0 9406 6
0 9407 1
0 9409 8
0 9417 3
0 9422 2
0 9433 10
0 9434 8
0 9435 9
0 9439 2
0 9443 9
0 9452 2
0 9455 4
0 9458 3
0 9461 6
0 9464 3
0 9465 4
0 9480 4
0 9482 7
0 9493 9
0 9497 5
0 9503 3
0 9505 2
0 9506 10
0 9508 3
0 9509 5
0 9518 6
0 9531 5
0 9542 9
0 9546 2
0 9547 4
0 9554 6
0 9555 9
0 9558 4
0 9567 8
0 9572 8
0 9574 10
0 9579 3
0 9580 1
0 9581 10
0 9587 7
0 9591 10
0 9594 6
0 9601 7
0 9604 9
0 9605 6
0 9616 6
0 9617 4
0 9628 4
0 9639 5
0 9642 3
0 9648 3
0 9652 7
0 9671 3
0 9677 7
0 9680 5
0 9681 5
0 9695 7
0 9706 7
0 9708 10
0 9713 8
0 9716 8
0 9719 5
0 9726 7
0 9729 9
0 9730 5
0 9733 7
0 9735 4
0 9739 6
0 9748 7
0 9751 3
0 9755 8
0 9756 3
0 9769 3
0 9777 6
0 9778 8
0 9782 7
0 9785 7
0 9792 9
0 9798 7
0 9804 1
0 9805 2
0 9807 3
0 9832 4
0 9833 6
0 9836 3
0 9837 4
0 9840 4
0 9841 2
0 9847 5
0 9855 8
0 9861 9
0 9863 2
0 9897 1
0 9901 6
0 9911 6
0 9920 1
0 9928 7
0 9932 6
0 9936 10
0 9940 8
0 9941 1
0 9945 3
0 9947 5
0 9948 1
0 9950 4
0 9952 4
0 9953 8
